twitter,Twitter,推特,https://twitter.com/
youtube,YouTube,YouTube,https://youtube.com
chatgpt,ChatGPT,ChatGPT,https://chat.openai.com/chat
xiaohongshu,XiaoHongShu,小红书,https://www.xiaohongshu.com/explore
weread,WeRead,微信阅读,https://weread.qq.com/
memos,Memos,Memos,https://memos.999973.xyz:2443
workouts-page,WorkOutsPage,WorkOutsPage,https://workouts-page-xiaosi-hwang.vercel.app/
